No_Wj,Author,Title,Site,CUE,PFT,PFT,Latitude,longitude,tmp(℃),pre (mm),Substrate,Chemical formula,γs,Substrate,Substrate,Amount (ug),note,Incubation Time (day/h),Temperature(℃),Method,Other treatment,subtreatment,Soil horizon(cm),pH,C/N,CUE%,Error,Data location,Calculation method
528,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.47 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,15NH3,,,inorganic,inorganic N,,,,,,,,,7.05 ,,,,,
529,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.46 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,13C-acetic acid,,4.00 ,organic acid,other organic acid,,,,,,,,,7.05 ,,,,,
530,"Frida Andreasson,Bo Bergkvist,2009","Bioavailability of DOC in leachates, soil matrix solutions and soil water
extracts from beech forest floors","north-western part of Scania, southern Sweden.",0.48 ,4,Deciduous Broadleaf Forest,56.12 ,12.62 ,7.73 ,671.00 ,"Soil leachate (SL, the soil solution in macropores which is freely drained from forest floor after
rainfall)",,,inorganic,inorganic mixture,,,,20.00 ,,,,"O 0–10 cm from the soil surface (organic layer),E 10–30 cm, B 30–80 cm and R below 80 cm.",,,,,,
531,,,"north-western part of Scania, southern Sweden.",0.35 ,4,Deciduous Broadleaf Forest,56.12 ,12.62 ,7.73 ,671.00 ,"the soil matrix solution (SMS, the soil solution in meso-/micropores of the soil matrix)",,,inorganic,inorganic mixture,,,,20.00 ,,,,"O 0–10 cm from the soil surface (organic layer),E 10–30 cm, B 30–80 cm and R below 80 cm.",,,,,,
532,,,"north-western part of Scania, southern Sweden.",0.10 ,4,Deciduous Broadleaf Forest,56.12 ,12.62 ,7.73 ,671.00 ,soil water extracts (SWE),,,inorganic,inorganic mixture,,,,20.00 ,,,,"O 0–10 cm from the soil surface (organic layer),E 10–30 cm, B 30–80 cm and R below 80 cm.",,,,,,
533,,,"north-western part of Scania, southern Sweden.",0.60 ,4,Deciduous Broadleaf Forest,56.08 ,12.73 ,7.70 ,680.00 ,"Soil leachate (SL, the soil solution in macropores which is freely drained from forest floor after
rainfall)",,,inorganic,inorganic mixture,,,,20.00 ,,,,"A 0–20 cm (mull layer), B 20–30 cm and
C below 30 cm.",,,,,,
534,,,"north-western part of Scania, southern Sweden.",0.48 ,4,Deciduous Broadleaf Forest,56.08 ,12.73 ,7.70 ,680.00 ,"the soil matrix solution (SMS, the soil solution in meso-/micropores of the soil matrix)",,,inorganic,inorganic mixture,,,,20.00 ,,,,"A 0–20 cm (mull layer), B 20–30 cm and
C below 30 cm.",,,,,,
535,,,"north-western part of Scania, southern Sweden.",0.45 ,4,Deciduous Broadleaf Forest,56.08 ,12.73 ,7.70 ,680.00 ,soil water extracts (SWE),,,inorganic,inorganic mixture,,,,20.00 ,,,,"A 0–20 cm (mull layer), B 20–30 cm and
C below 30 cm.",,,,,,
536,"Mark Farrell,1,2,3 Paul W. Hill,2011","Rapid peptide metabolism: A major component of soil
nitrogen cycling?","Abergwyngregyn, Gwynedd, UK",0.84 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Alanine,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,6.90 ,,,,,
537,,,"Abergwyngregyn, Gwynedd, UK",0.68 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 , Dialanine,,,organic acid,amino acid,,,,10.00 ,,,,,6.90 ,,,,,
538,,,"Abergwyngregyn, Gwynedd, UK",0.70 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Trialanine,,,organic acid,amino acid,,,,10.00 ,,,,,6.90 ,,,,,
539,,,"Abergwyngregyn, Gwynedd, UK",0.87 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Alanine,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
540,,,"Abergwyngregyn, Gwynedd, UK",0.71 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Dialanine,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
541,,,"Abergwyngregyn, Gwynedd, UK",0.78 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Trialanine,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
542,,,"Abergwyngregyn, Gwynedd, UK",0.87 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Alanine,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
543,,,"Abergwyngregyn, Gwynedd, UK",0.67 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Dialanine,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
544,,,"Abergwyngregyn, Gwynedd, UK",0.72 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Trialanine,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
545,,,"Abergwyngregyn, Gwynedd, UK",0.85 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Alanine,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,4.10 ,,,,,
546,,,"Abergwyngregyn, Gwynedd, UK",0.70 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Dialanine,,,organic acid,amino acid,,,,10.00 ,,,,,4.10 ,,,,,
547,,,"Abergwyngregyn, Gwynedd, UK",0.83 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Trialanine,,,organic acid,amino acid,,,,10.00 ,,,,,4.10 ,,,,,
548,,,"Abergwyngregyn, Gwynedd, UK",0.83 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Alanine,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,4.20 ,,,,,
549,,,"Abergwyngregyn, Gwynedd, UK",0.68 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Dialanine,,,organic acid,amino acid,,,,10.00 ,,,,,4.20 ,,,,,
550,,,"Abergwyngregyn, Gwynedd, UK",0.68 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,Trialanine,,,organic acid,amino acid,,,,10.00 ,,,,,4.20 ,,,,,
551,,,"Abergwyngregyn, Gwynedd, UK",0.84 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
552,,,"Abergwyngregyn, Gwynedd, UK",0.83 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
553,,,"Abergwyngregyn, Gwynedd, UK",0.81 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
554,,,"Abergwyngregyn, Gwynedd, UK",0.73 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
555,,,"Abergwyngregyn, Gwynedd, UK",0.62 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
556,,,"Abergwyngregyn, Gwynedd, UK",0.62 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
557,,,"Abergwyngregyn, Gwynedd, UK",0.55 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
558,,,"Abergwyngregyn, Gwynedd, UK",0.48 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
559,,,"Abergwyngregyn, Gwynedd, UK",0.84 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
560,,,"Abergwyngregyn, Gwynedd, UK",0.85 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
561,,,"Abergwyngregyn, Gwynedd, UK",0.80 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
562,,,"Abergwyngregyn, Gwynedd, UK",0.78 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
563,,,"Abergwyngregyn, Gwynedd, UK",0.65 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
564,,,"Abergwyngregyn, Gwynedd, UK",0.64 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
565,,,"Abergwyngregyn, Gwynedd, UK",0.60 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
566,,,"Abergwyngregyn, Gwynedd, UK",0.57 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
567,,,"Abergwyngregyn, Gwynedd, UK",0.86 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
568,,,"Abergwyngregyn, Gwynedd, UK",0.84 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
569,,,"Abergwyngregyn, Gwynedd, UK",0.83 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
570,,,"Abergwyngregyn, Gwynedd, UK",0.79 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
571,,,"Abergwyngregyn, Gwynedd, UK",0.65 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
572,,,"Abergwyngregyn, Gwynedd, UK",0.63 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
573,,,"Abergwyngregyn, Gwynedd, UK",0.59 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
574,,,"Abergwyngregyn, Gwynedd, UK",0.58 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
575,,,"Abergwyngregyn, Gwynedd, UK",0.84 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
576,,,"Abergwyngregyn, Gwynedd, UK",0.84 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
577,,,"Abergwyngregyn, Gwynedd, UK",0.86 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
578,,,"Abergwyngregyn, Gwynedd, UK",0.83 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
579,,,"Abergwyngregyn, Gwynedd, UK",0.67 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
580,,,"Abergwyngregyn, Gwynedd, UK",0.67 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
581,,,"Abergwyngregyn, Gwynedd, UK",0.65 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
582,,,"Abergwyngregyn, Gwynedd, UK",0.65 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
583,,,"Abergwyngregyn, Gwynedd, UK",0.80 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
584,,,"Abergwyngregyn, Gwynedd, UK",0.79 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
585,,,"Abergwyngregyn, Gwynedd, UK",0.79 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
586,,,"Abergwyngregyn, Gwynedd, UK",0.79 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-alanine ,,4.00 ,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
587,,,"Abergwyngregyn, Gwynedd, UK",0.57 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
588,,,"Abergwyngregyn, Gwynedd, UK",0.61 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
589,,,"Abergwyngregyn, Gwynedd, UK",0.58 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
590,,,"Abergwyngregyn, Gwynedd, UK",0.58 ,10,Grasslands,53.23 ,-4.01 ,9.67 ,921.00 ,14C-trialanine ,,,organic acid,amino acid,,,,10.00 ,,,,,,,,,,
591,"J.H. van Ginkel, A. Gorissen,2000","Elevated atmospheric carbon dioxide concentration: eects of
increased carbon input in a Lolium perenne soil on
microorganisms and decomposition",,0.26 ,10,Grasslands,52.19 ,5.64 ,9.18 ,788.00 ,roots plus root-derived materials originating from plant growth(L. perenne ) CO2,,,high-molecular compound,residue,,,,14.00 ,,,,0-20 ,6.40 ,,,,,
592,,,,0.26 ,10,Grasslands,52.19 ,5.64 ,9.18 ,788.00 ,roots plus root-derived materials originating from plant growth(L. perenne ) CO2 ,,,high-molecular compound,residue,,,,14.00 ,,,,0-20 ,6.40 ,,,,,
593,,,,0.19 ,10,Grasslands,52.19 ,5.64 ,9.18 ,788.00 ,roots plus root-derived materials originating from plant growth(L. perenne ) CO2,,,high-molecular compound,residue,,,,16.00 ,,,,0-20,6.40 ,,,,,
594,,,,0.43 ,10,Grasslands,52.19 ,5.64 ,9.18 ,788.00 ,root-derived materials originating from plant growth (L. perenne )CO2,,,high-molecular compound,residue,,,,14.00 ,,,,0-20,6.40 ,,,,,
595,,,,0.41 ,10,Grasslands,52.19 ,5.64 ,9.18 ,788.00 ,root-derived materials originating from plant growth (L. perenne )CO2,,,high-molecular compound,residue,,,,14.00 ,,,,0-20,6.40 ,,,,,
596,"SIGRUN DAHLIN ,ERNST WITTER,1998","CAN THE LOW MICROBIAL BIOMASS C-TO-ORGANIC C
RATIO IN AN ACID AND A METAL CONTAMINATED
SOIL BE EXPLAINED BY DIFFERENCES IN THE
SUBSTRATE UTILIZATION EFFICIENCY AND
MAINTENANCE REQUIREMENTS?","Ultuna, Sweden",0.24 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,790ug/g soil,,12d,27~28.5,,,,0-10,6.80 ,,,,,
597,,,"Ultuna, Sweden",0.20 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,390ug/g soil,,12d,27~28.5,,,,0-10,4.40 ,,,,,
598,,,"Ultuna, Sweden",0.22 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,1090ug/g soil,,12d,27~28.5,,,,0-10,6.60 ,,,,,
599,,,"Ultuna, Sweden",0.23 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,440ug/g soil,,12d,27~28.5,,,,0-10,5.30 ,,,,,
600,,,"Ultuna, Sweden",0.14 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,790ug/g soil,,12d,27~28.5,,,,0-10,6.80 ,,,,,
601,,,"Ultuna, Sweden",0.05 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,390ug/g soil,,12d,27~28.5,,,,0-10,4.40 ,,,,,
602,,,"Ultuna, Sweden",0.17 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,1090ug/g soil,,12d,27~28.5,,,,0-10,6.60 ,,,,,
603,,,"Ultuna, Sweden",0.17 ,5,Mixed Forests,60.00 ,17.00 ,5.21 ,589.00 ,Glucose C added,,4.00 ,glucose,glucose,440ug/g soil,,12d,27~28.5,,,,0-10,5.30 ,,,,,
604,"D.S. SCHIMEL,1988",Calculation of microbial growth efficiency from 15N immobilization,"Grant County, North Dakota,USA",0.32 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
605,,,"Grant County, North Dakota,USA",0.40 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
606,,,"Grant County, North Dakota,USA",0.46 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
607,,,"Grant County, North Dakota,USA",0.45 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
608,,,"Grant County, North Dakota,USA",0.54 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
609,,,"Grant County, North Dakota,USA",0.59 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
610,,,"Grant County, North Dakota,USA",0.31 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
611,,,"Grant County, North Dakota,USA",0.38 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
612,,,"Grant County, North Dakota,USA",0.44 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
613,,,"Grant County, North Dakota,USA",0.39 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
614,,,"Grant County, North Dakota,USA",0.48 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
615,,,"Grant County, North Dakota,USA",0.54 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
616,,,"Grant County, North Dakota,USA",0.29 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
617,,,"Grant County, North Dakota,USA",0.36 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
618,,,"Grant County, North Dakota,USA",0.42 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
619,,,"Grant County, North Dakota,USA",0.25 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
620,,,"Grant County, North Dakota,USA",0.32 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
621,,,"Grant County, North Dakota,USA",0.38 ,10,Grasslands,46.36 ,-101.64 ,5.40 ,427.00 ,(NH4)2SO4,,,inorganic,inorganic N,,,,25.00 ,,,,0-10,,,,,,
622,"ERIC BREMER,PETER KUIKMAN,1994","MICROBIAL UTILIZATION OF 14C[U]GLUCOSE IN SOIL IS
AFFECTED BY THE AMOUNT AND TIMING OF
GLUCOSE ADDITIONS","the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.47 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,36 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
623,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.37 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,72 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
624,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.27 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,144 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
625,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.24 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,288 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
626,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.22 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,576 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
627,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.23 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,1152 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
628,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.25 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,2304 ugC/g soil,,3d,21.00 ,,,,,5.00 ,10.00 ,,,,
629,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.28 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,36 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
630,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.21 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,72 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
631,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.16 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,144 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
632,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.11 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,288 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
633,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.08 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,576 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
634,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.07 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,1152 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
635,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.06 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,2304 ugC/g soil,,35d,21.00 ,,,,,5.00 ,10.00 ,,,,
636,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.38 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,36 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
637,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.33 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,72 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
638,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.27 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,144 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
639,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.25 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,288 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
640,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.23 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,576 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
641,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.21 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,1152 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
642,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.21 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,2304 ugC/g soil,,3d,21.00 ,,,,,7.00 ,10.00 ,,,,
643,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.19 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,36 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
